series,language,status,slug,path,paired,body_words,code_blocks,images,structural_errors,structural_warnings,frontmatter_errors,quality_warnings,infra_warnings,caption_warnings,link_warnings,severity,action
computer-networks-101,en,content-ready,04-dns,content/computer-networks-101/en/04-dns.md,true,1025,9,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-networks-101,en,content-ready,05-http-and-https,content/computer-networks-101/en/05-http-and-https.md,true,949,9,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-networks-101,en,content-ready,06-tls-basics,content/computer-networks-101/en/06-tls-basics.md,true,941,10,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-networks-101,en,content-ready,07-routing-and-nat,content/computer-networks-101/en/07-routing-and-nat.md,true,955,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-networks-101,en,content-ready,08-load-balancer,content/computer-networks-101/en/08-load-balancer.md,true,961,10,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-networks-101,en,content-ready,09-websocket-and-realtime,content/computer-networks-101/en/09-websocket-and-realtime.md,true,1287,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-networks-101,en,content-ready,10-debugging-network-problems,content/computer-networks-101/en/10-debugging-network-problems.md,true,1403,10,0,,,,,Has code examples but references lack companion GitHub repo (computer-networks-101),,,pass,pass
computer-science-101,ko,content-ready,01-what-is-computer-science,content/computer-science-101/ko/01-what-is-computer-science.md,true,536,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,02-computation-and-programs,content/computer-science-101/ko/02-computation-and-programs.md,true,570,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,03-data-representation,content/computer-science-101/ko/03-data-representation.md,true,468,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,04-algorithms-and-complexity,content/computer-science-101/ko/04-algorithms-and-complexity.md,true,512,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,05-computer-architecture,content/computer-science-101/ko/05-computer-architecture.md,true,524,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,06-operating-systems,content/computer-science-101/ko/06-operating-systems.md,true,469,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,07-networks,content/computer-science-101/ko/07-networks.md,true,487,9,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,08-databases,content/computer-science-101/ko/08-databases.md,true,488,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,09-software-engineering,content/computer-science-101/ko/09-software-engineering.md,true,500,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,ko,content-ready,10-ai-and-data-science,content/computer-science-101/ko/10-ai-and-data-science.md,true,605,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,01-what-is-computer-science,content/computer-science-101/en/01-what-is-computer-science.md,true,1022,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,02-computation-and-programs,content/computer-science-101/en/02-computation-and-programs.md,true,1082,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,03-data-representation,content/computer-science-101/en/03-data-representation.md,true,885,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,04-algorithms-and-complexity,content/computer-science-101/en/04-algorithms-and-complexity.md,true,986,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,05-computer-architecture,content/computer-science-101/en/05-computer-architecture.md,true,989,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,06-operating-systems,content/computer-science-101/en/06-operating-systems.md,true,942,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,07-networks,content/computer-science-101/en/07-networks.md,true,1014,9,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,08-databases,content/computer-science-101/en/08-databases.md,true,996,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,09-software-engineering,content/computer-science-101/en/09-software-engineering.md,true,1028,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-101,en,content-ready,10-ai-and-data-science,content/computer-science-101/en/10-ai-and-data-science.md,true,1152,8,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-101),,,pass,pass
computer-science-major-101,ko,content-ready,01-what-cs-majors-learn,content/computer-science-major-101/ko/01-what-cs-majors-learn.md,true,268,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,02-first-year-subjects,content/computer-science-major-101/ko/02-first-year-subjects.md,true,278,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,03-data-structures-and-algorithms,content/computer-science-major-101/ko/03-data-structures-and-algorithms.md,true,248,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,04-systems-subjects,content/computer-science-major-101/ko/04-systems-subjects.md,true,252,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,05-database-and-network,content/computer-science-major-101/ko/05-database-and-network.md,true,245,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,06-ai-and-data-science,content/computer-science-major-101/ko/06-ai-and-data-science.md,true,249,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,07-project-subjects,content/computer-science-major-101/ko/07-project-subjects.md,true,240,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,08-how-to-study-cs,content/computer-science-major-101/ko/08-how-to-study-cs.md,true,258,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,09-build-your-portfolio,content/computer-science-major-101/ko/09-build-your-portfolio.md,true,243,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,ko,content-ready,10-skills-before-graduation,content/computer-science-major-101/ko/10-skills-before-graduation.md,true,261,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,01-what-cs-majors-learn,content/computer-science-major-101/en/01-what-cs-majors-learn.md,true,432,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,02-first-year-subjects,content/computer-science-major-101/en/02-first-year-subjects.md,true,449,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,03-data-structures-and-algorithms,content/computer-science-major-101/en/03-data-structures-and-algorithms.md,true,397,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,04-systems-subjects,content/computer-science-major-101/en/04-systems-subjects.md,true,414,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,05-database-and-network,content/computer-science-major-101/en/05-database-and-network.md,true,410,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,06-ai-and-data-science,content/computer-science-major-101/en/06-ai-and-data-science.md,true,398,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,07-project-subjects,content/computer-science-major-101/en/07-project-subjects.md,true,393,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,08-how-to-study-cs,content/computer-science-major-101/en/08-how-to-study-cs.md,true,403,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,09-build-your-portfolio,content/computer-science-major-101/en/09-build-your-portfolio.md,true,384,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
computer-science-major-101,en,content-ready,10-skills-before-graduation,content/computer-science-major-101/en/10-skills-before-graduation.md,true,409,6,0,,,,,Has code examples but references lack companion GitHub repo (computer-science-major-101),,,pass,pass
containers-101,ko,content-ready,01-what-is-a-container,content/containers-101/ko/01-what-is-a-container.md,true,271,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,02-image-and-layer,content/containers-101/ko/02-image-and-layer.md,true,286,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,03-runtime,content/containers-101/ko/03-runtime.md,true,270,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,04-dockerfile,content/containers-101/ko/04-dockerfile.md,true,265,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,05-volume,content/containers-101/ko/05-volume.md,true,258,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,06-network,content/containers-101/ko/06-network.md,true,260,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,07-registry,content/containers-101/ko/07-registry.md,true,261,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,08-container-security,content/containers-101/ko/08-container-security.md,true,267,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,09-container-vs-vm,content/containers-101/ko/09-container-vs-vm.md,true,289,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,ko,content-ready,10-build-a-container-app,content/containers-101/ko/10-build-a-container-app.md,true,267,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,01-what-is-a-container,content/containers-101/en/01-what-is-a-container.md,true,505,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,02-image-and-layer,content/containers-101/en/02-image-and-layer.md,true,518,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,03-runtime,content/containers-101/en/03-runtime.md,true,481,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,04-dockerfile,content/containers-101/en/04-dockerfile.md,true,476,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,05-volume,content/containers-101/en/05-volume.md,true,469,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,06-network,content/containers-101/en/06-network.md,true,475,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,07-registry,content/containers-101/en/07-registry.md,true,469,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,08-container-security,content/containers-101/en/08-container-security.md,true,461,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,09-container-vs-vm,content/containers-101/en/09-container-vs-vm.md,true,500,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
containers-101,en,content-ready,10-build-a-container-app,content/containers-101/en/10-build-a-container-app.md,true,492,6,0,,,,,Has code examples but references lack companion GitHub repo (containers-101),,,pass,pass
data-science-101,ko,content-ready,01-what-is-data-science,content/data-science-101/ko/01-what-is-data-science.md,true,368,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,02-problem-to-data-problem,content/data-science-101/ko/02-problem-to-data-problem.md,true,363,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,03-data-collection,content/data-science-101/ko/03-data-collection.md,true,349,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,04-data-cleaning,content/data-science-101/ko/04-data-cleaning.md,true,322,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,05-exploratory-data-analysis,content/data-science-101/ko/05-exploratory-data-analysis.md,true,324,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,06-visualization,content/data-science-101/ko/06-visualization.md,true,309,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,07-modeling,content/data-science-101/ko/07-modeling.md,true,317,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,08-evaluation,content/data-science-101/ko/08-evaluation.md,true,324,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,09-result-interpretation,content/data-science-101/ko/09-result-interpretation.md,true,329,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,ko,content-ready,10-data-project-end-to-end,content/data-science-101/ko/10-data-project-end-to-end.md,true,392,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,01-what-is-data-science,content/data-science-101/en/01-what-is-data-science.md,true,660,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,02-problem-to-data-problem,content/data-science-101/en/02-problem-to-data-problem.md,true,614,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,03-data-collection,content/data-science-101/en/03-data-collection.md,true,621,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,04-data-cleaning,content/data-science-101/en/04-data-cleaning.md,true,556,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,05-exploratory-data-analysis,content/data-science-101/en/05-exploratory-data-analysis.md,true,567,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,06-visualization,content/data-science-101/en/06-visualization.md,true,535,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,07-modeling,content/data-science-101/en/07-modeling.md,true,532,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,08-evaluation,content/data-science-101/en/08-evaluation.md,true,565,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,09-result-interpretation,content/data-science-101/en/09-result-interpretation.md,true,600,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-101,en,content-ready,10-data-project-end-to-end,content/data-science-101/en/10-data-project-end-to-end.md,true,640,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-101),,,pass,pass
data-science-career-101,ko,content-ready,01-what-is-data-career,content/data-science-career-101/ko/01-what-is-data-career.md,true,270,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,02-analyst-scientist-engineer,content/data-science-career-101/ko/02-analyst-scientist-engineer.md,true,273,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,03-learning-path,content/data-science-career-101/ko/03-learning-path.md,true,254,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,04-data-portfolio,content/data-science-career-101/ko/04-data-portfolio.md,true,240,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,05-sql-and-analytics-interview,content/data-science-career-101/ko/05-sql-and-analytics-interview.md,true,246,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,06-ml-interview,content/data-science-career-101/ko/06-ml-interview.md,true,250,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,07-case-interview,content/data-science-career-101/ko/07-case-interview.md,true,240,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,08-first-job,content/data-science-career-101/ko/08-first-job.md,true,241,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,09-domain-expertise,content/data-science-career-101/ko/09-domain-expertise.md,true,238,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,ko,content-ready,10-path-to-senior,content/data-science-career-101/ko/10-path-to-senior.md,true,252,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,01-what-is-data-career,content/data-science-career-101/en/01-what-is-data-career.md,true,420,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,02-analyst-scientist-engineer,content/data-science-career-101/en/02-analyst-scientist-engineer.md,true,402,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,03-learning-path,content/data-science-career-101/en/03-learning-path.md,true,391,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,04-data-portfolio,content/data-science-career-101/en/04-data-portfolio.md,true,389,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,05-sql-and-analytics-interview,content/data-science-career-101/en/05-sql-and-analytics-interview.md,true,391,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,06-ml-interview,content/data-science-career-101/en/06-ml-interview.md,true,395,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,07-case-interview,content/data-science-career-101/en/07-case-interview.md,true,392,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,08-first-job,content/data-science-career-101/en/08-first-job.md,true,404,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,09-domain-expertise,content/data-science-career-101/en/09-domain-expertise.md,true,387,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-science-career-101,en,content-ready,10-path-to-senior,content/data-science-career-101/en/10-path-to-senior.md,true,401,6,0,,,,,Has code examples but references lack companion GitHub repo (data-science-career-101),,,pass,pass
data-structures-101,ko,content-ready,01-what-are-data-structures,content/data-structures-101/ko/01-what-are-data-structures.md,true,560,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,02-arrays-and-dynamic-arrays,content/data-structures-101/ko/02-arrays-and-dynamic-arrays.md,true,633,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,03-linked-lists,content/data-structures-101/ko/03-linked-lists.md,true,605,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,04-stacks-and-queues,content/data-structures-101/ko/04-stacks-and-queues.md,true,577,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,05-hash-tables,content/data-structures-101/ko/05-hash-tables.md,true,609,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,06-trees,content/data-structures-101/ko/06-trees.md,true,569,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,07-binary-search-trees,content/data-structures-101/ko/07-binary-search-trees.md,true,579,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,08-heaps,content/data-structures-101/ko/08-heaps.md,true,598,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,09-graphs,content/data-structures-101/ko/09-graphs.md,true,579,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,ko,content-ready,10-choosing-data-structures,content/data-structures-101/ko/10-choosing-data-structures.md,true,583,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,01-what-are-data-structures,content/data-structures-101/en/01-what-are-data-structures.md,true,1121,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,02-arrays-and-dynamic-arrays,content/data-structures-101/en/02-arrays-and-dynamic-arrays.md,true,1145,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,03-linked-lists,content/data-structures-101/en/03-linked-lists.md,true,1135,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,04-stacks-and-queues,content/data-structures-101/en/04-stacks-and-queues.md,true,1126,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,05-hash-tables,content/data-structures-101/en/05-hash-tables.md,true,1111,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,06-trees,content/data-structures-101/en/06-trees.md,true,1075,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,07-binary-search-trees,content/data-structures-101/en/07-binary-search-trees.md,true,1194,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,08-heaps,content/data-structures-101/en/08-heaps.md,true,1304,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,09-graphs,content/data-structures-101/en/09-graphs.md,true,1165,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-101,en,content-ready,10-choosing-data-structures,content/data-structures-101/en/10-choosing-data-structures.md,true,1245,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-101),,,pass,pass
data-structures-python-101,ko,content-ready,01-what-are-data-structures,content/data-structures-python-101/ko/01-what-are-data-structures.md,true,629,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,ko,content-ready,02-arrays-and-lists,content/data-structures-python-101/ko/02-arrays-and-lists.md,true,635,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,ko,content-ready,03-stacks-and-queues,content/data-structures-python-101/ko/03-stacks-and-queues.md,true,589,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,ko,content-ready,04-hash-tables-and-dict,content/data-structures-python-101/ko/04-hash-tables-and-dict.md,true,617,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,ko,content-ready,05-linked-lists,content/data-structures-python-101/ko/05-linked-lists.md,true,612,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,ko,content-ready,06-trees-and-binary-trees,content/data-structures-python-101/ko/06-trees-and-binary-trees.md,true,585,8,0,,,,Code block at line 18 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,ko,content-ready,07-heaps-and-priority-queues,content/data-structures-python-101/ko/07-heaps-and-priority-queues.md,true,595,8,0,,,,Code block at line 18 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,ko,content-ready,08-graph-representations,content/data-structures-python-101/ko/08-graph-representations.md,true,564,8,0,,,,Code block at line 18 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,ko,content-ready,09-sets-and-set-operations,content/data-structures-python-101/ko/09-sets-and-set-operations.md,true,562,8,0,,,,Code block at line 18 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,ko,content-ready,10-choosing-data-structures,content/data-structures-python-101/ko/10-choosing-data-structures.md,true,623,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,en,content-ready,01-what-are-data-structures,content/data-structures-python-101/en/01-what-are-data-structures.md,true,941,8,0,,,,,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,pass,pass
data-structures-python-101,en,content-ready,02-arrays-and-lists,content/data-structures-python-101/en/02-arrays-and-lists.md,true,965,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,03-stacks-and-queues,content/data-structures-python-101/en/03-stacks-and-queues.md,true,836,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,04-hash-tables-and-dict,content/data-structures-python-101/en/04-hash-tables-and-dict.md,true,868,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,05-linked-lists,content/data-structures-python-101/en/05-linked-lists.md,true,878,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,06-trees-and-binary-trees,content/data-structures-python-101/en/06-trees-and-binary-trees.md,true,838,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,07-heaps-and-priority-queues,content/data-structures-python-101/en/07-heaps-and-priority-queues.md,true,838,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,08-graph-representations,content/data-structures-python-101/en/08-graph-representations.md,true,826,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,09-sets-and-set-operations,content/data-structures-python-101/en/09-sets-and-set-operations.md,true,822,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
data-structures-python-101,en,content-ready,10-choosing-data-structures,content/data-structures-python-101/en/10-choosing-data-structures.md,true,914,8,0,,,,Code block at line 32 missing language tag,Has code examples but references lack companion GitHub repo (data-structures-python-101),,,low,triage-when-publishing
